,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,posts.csv,postID,authorID,published,title,content,labels,replies,date,year,titleCount,contentCount,wpsCount,me,polarity,cutContent,cutme,cutpolarity
39,64,122,283,283,283,1.0003612012783268e+18,7.827707298973819e+18,14034667346336338855,2013-12-05T13:27:00-08:00,Blogueiro Oculto 2013!,"   Olá!   Escrevo esta postagem para divulgar o evento que está rolando no Natal Azul da Ilha da Lindalva. Eu participei desta evento no ano passado e posso dizer que foi muito amor até onde eu continuei acompanhando. E como foi uma experiência tão bacana, estou participando novamente e desta vez até o fim.    As inscrições para o Blogueiro Oculto vão até o dia 7/12, então você blogueiro que passar por aqui, se estiver interessado vale a pena conferir. Até mesmo para conhecer o espaço, pois é muito criativo e muito fofo. Um blog artístico criado pela queridíssima blogueira Lindalva. Para acessar a página, basta clicar na imagem acima.   Meus bons amigos, eu estou correndo contra o tempo para responder todos os comentários o mais depressa possível. Tive alguns probleminhas de conecção durante esses dias que me atrapalharam bastante, por isso ainda não terminei, falta ainda terminar algumas coisinhas aqui no Blog. Agora eu vou liberar os comentários da minha postagem anterior e muito em breve irei respondê-los. Agradeço a compreenção. Estou pondo tudo em ordem pois de agora em diante não deixarei mais acumular.   Beijos.   Ingrid Naftalina ","Amigos,Blogosfera,Blogueiro Oculto,Festa,Gincana,Ilha da Lindalva,Interação,Natal Blogueiro",10.0,2013-12-05 21:27:00,2013.0,3,189,14.538461538461535,5.0,14.0,"['Meus bons amigos, eu estou correndo contra o tempo para responder todos os comentários o mais depressa possível.', '   Olá!', 'Um blog artístico criado pela queridíssima blogueira Lindalva.', 'Agora eu vou liberar os comentários da minha postagem anterior e muito em breve irei respondê-los.', 'Agradeço a compreenção.']",3.0,6.0
1903,13732,44485,105421,105421,105421,1.1135962794973194e+18,2.8948219810886205e+18,11471584035278225569,2011-12-18T12:48:00-02:00,Girafas e Girafinhas para todas as ocasiões,"   Férias!!! tempo de descaçar, esquecer de tudo,  aproveitar as tardes sem nada para fazer..... Ok esse não é o meu caso, sai de férias cheia de planos para o ano que vem e  para que tudo dê certo tenho que trabalhar mais um pouquinho....Comecei essa semana os meus enfeites de sala para o ano que vem... e por alguma razão que nem eu sei sismei com Girafinhas, bom é isso pessoal... a sala do 1º ano de 2012 será toda de girafinhas. Seguem abaixo algumas ideias que garimpei por ai...                                                     esse blog é um mimo http://ateliejanainacarvalho.blogspot.com/                       perfeita *.*          essa é de nascimento mais pensei em trocar o cartãozinho e colocar o nome na mesa...              pregadores para o varal da turma...                     bom.. é isso, essas são algumas ideias para minha sala ano que vem espero que gostem, aos blogs que eu peguei fotos e ideias e não citei aqui peço desculpas pois de verdade esqueço de marcar o link, mesmo assim quero que saibam que os créditos são dados em forma de respeito e aplausos, vocês são todos ótimos.  E ao pessoal que vem me visar deixe um  recadinho, um oi que seja, é realmente frustrante não saber o que vocês estão achando do Blog. beijinhos a todos. Com carinho Nih.","desenho,girafa",0.0,2011-12-18 14:48:00,2011.0,7,213,6.264705882352941,6.0,18.0,"['Com carinho Nih.', '*          essa é de nascimento mais pensei em trocar o\xa0cartãozinho e colocar o nome na mesa...\xa0             pregadores para o varal da turma...                     bom.. é isso, essas são algumas ideias para minha sala ano que vem espero que gostem, aos blogs que eu peguei fotos e ideias e não citei aqui peço desculpas pois de verdade esqueço de marcar o link, mesmo assim quero que saibam que os\xa0créditos\xa0são dados em forma de respeito e aplausos, vocês são todos ótimos.', 'Seguem abaixo algumas ideias que garimpei por ai...             \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 esse blog é um mimo\xa0http://ateliejanainacarvalho.blogspot.com/                       perfeita *.', 'E ao pessoal que vem me visar deixe um \xa0recadinho, um oi que seja, é realmente frustrante não saber o que vocês estão achando do Blog.', 'beijinhos a todos.']",3.0,15.0
76,20115,64819,153277,153277,153277,1.1645599748969288e+18,5.80116842087084e+18,17854394354360519278,2012-05-22T09:30:00-04:00,Oração a Santa Rita de Cássia,"﻿    Santa Rita de Cássia  ﻿   Hoje, 22 de maio, a igreja celebra o dia de Santa Rita de Cássia, minha santa de devoção. Já testemunhei e escrevi a história desta santa aqui no blog. Sempre carrego sua imagem ou medalhão comigo, para lembrar da sua fé, coragem e devoção a Deus.     O que mais me fascinou nesta santa foi a coragem de mesmo com tantos obstáculos continuar amando a sua família, sempre servindo a Deus com todo o seu coração. Ela queria seguir a vida religiosa, mas aceitou os costumes de sua época e casou-se. Teve dois filhos; ambos se perderam com o pai que se revelou, após o matrimônio, ser um marido fanfarrão, traidor e entregue aos vícios.     Ainda assim, com os impossíveis da sua vida, foi uma esposa e mãe exemplar, encontrando refúgio em Jesus Cristo. Por isso é considerada pela igreja a santa advogada dos casos impossíveis e desesperados.      Infelizmente, a história dela não está longe da nossa realidade... Que Santa Rita de Cássia dê força a todas as mulheres que, assim como ela, lutam  para serem excelentes esposas e mães, tendo como fortaleza a sua fé.   Oração a Santa Rita de Cássia     Ó Poderosa e gloriosa Santa Rita, eis a vossos pés uma alma desamparada que, necessitando de auxílio, a vós recorre com a doce esperança de ser atendida por vós que tem o título de santa dos casos impossíveis e desesperados. Ó cara santa, interessai-vos pela minha causa, intercedei junto a Deus para que me conceda a graça de que tanto necessito (faça o pedido). Não permitais que tenha de me afastar de vossos pés sem ser atendido. Se houver em mim algum obstáculo que me impeça de alcançar a graça que imploro, auxiliai-me para que o afaste. Envolvei o meu pedido em vossos preciosos méritos e apresentai-o a vosso celeste esposo, Jesus, em união com a vossa prece. Ó Santa Rita, eu ponho em vós toda a minha confiança. Por vosso intermédio, espero tranqüilamente a graça que vos peço. Santa Rita, advogada dos impossíveis, rogai por nós.","Religião,Santa Rita de Cássia",0.0,2012-05-22 13:30:00,2012.0,6,346,17.3,11.0,35.0,"['Envolvei o meu pedido em vossos preciosos méritos e apresentai-o a vosso celeste esposo, Jesus, em união com a vossa prece.', 'Infelizmente,\xa0a história dela não está longe da nossa realidade... Que Santa Rita de Cássia dê força a todas as mulheres que, assim como ela, lutam \xa0para serem excelentes esposas e mães, tendo como fortaleza a sua fé.', 'Já\xa0testemunhei e escrevi a história\xa0desta santa aqui no blog.', 'O que mais me fascinou nesta santa foi a coragem de mesmo com tantos obstáculos continuar amando a sua família, sempre servindo a Deus com todo o seu coração.', 'Ó cara santa, interessai-vos pela minha causa, intercedei junto a Deus para que me conceda a graça de que tanto necessito (faça o pedido).']",4.0,12.0
1945,22873,73508,174077,174077,174077,1.186780623688149e+18,8.273281382371262e+18,04049099030953504295,2013-05-15T16:30:00-03:00,Diário da gravidez: Montando o quartinho da Catarina,"... menina  é uma delicia, mas tem TANTA opção, que  enloquece ! Ja ouvi bastante isso e to sentindo na pele - e to amando! Essas semanas eu comecei a sair em busca de moveis e decoração para o quartinho. Eu ja tinha na minha cabeça  que queria um quarto provençal, bem princesinha ! Vasculhei milhões de fotos na internet e salvei todas (são essas anexadas no post) e acabei chegando numa linha  provençal com cara de moderninho, - pelo menos eu achei, - exatamente como eu queria, e que fosse um preço acessível - porque preço absurdo tem de monte por ai ... por isso, não tenham preguiça de procurar bastante. Esse mesmo berço eu achei ele em 5 diferentes preços, só pra ter uma ideia! Junto com o berço e a comoda eu vou colocar um guarda roupa Luis XV , porque eu adoro misturar - que tenho aqui na loja e que eu amoo de paixão. Agora a próxima etapa são as CORES! Vou esperar a ultrassom morfológica que vou fazer 2f pra ter mais um pouco de cer te za que é uma menina e vou investir no rose, pérola e branco. E ai, gostaram?                                     ",gravidez,0.0,2013-05-15 19:30:00,2013.0,8,189,18.9,8.0,21.0,"['Ja ouvi bastante isso e to sentindo na pele - e to amando!', 'Eu ja tinha na minha\xa0cabeça\xa0 que queria um quarto\xa0provençal, bem princesinha !', 'Junto com o\xa0berço\xa0e a comoda eu vou colocar um guarda roupa Luis XV , porque eu adoro misturar - que tenho aqui na loja e que eu amoo de\xa0paixão.', 'E ai, gostaram?', 'Vou esperar a ultrassom morfológica\xa0que vou fazer 2f pra ter mais um pouco de cer te za que\xa0é\xa0uma menina e vou investir no rose, pérola e branco.']",4.0,12.0
1478,125444,399855,951005,951005,951005,2.026061093778066e+18,5.222520877883472e+18,06236041208009284736,2010-05-14T11:20:00-07:00,eu vou! \õo/,"oi gente :Dfaz um tempo que eu não posto aqui! desculpa ;xesses tempos tava cheia de prova, mas agora voltou ao normal, faltando pouco pras férias [!!!]e lá na minha escola, dia 30 de julho, eu vou pro hopi hari! ai, eu amo ir lá! na minha antiga escola, a gente ia no hopi night, mas eu não gostava taanto assim, eu sei, eu sei! é o meu primeiro ano nessa nova escola, mas parece que faz taanto tempo! eu acho que vou gostar muito! ir nos brinquedos mais legais e mais doidos! não sei como.. não tenho muito espírito 'adrenalítico' '-'mas só de estar com meus amigos, é tão bom!mas informações, é só acessar  site do hopi hari :D http://www.hopihari.com.br/home/ AIOEHOIEHAIOEHAHE'aah, contagem regressiva (yn'beijo people :*","adrenalina,amigo,férias,hopi hari,julho,portinari",0.0,2010-05-14 18:20:00,2010.0,3,134,26.8,11.0,9.0,"['oi gente :Dfaz um tempo que eu não posto aqui!', 'é o meu primeiro ano nessa nova escola, mas parece que faz taanto tempo!', ']e lá na minha escola, dia 30 de julho, eu vou pro hopi hari!', 'ai, eu amo ir lá!', ""não sei como.. não tenho muito espírito 'adrenalítico' '-'mas só de estar com meus amigos, é tão bom!mas informações, é só acessar  site do hopi hari :D http://www.hopihari.com.br/home/ AIOEHOIEHAIOEHAHE'aah, contagem regressiva (yn'beijo people :*""]",6.0,6.0
2144,16766,54330,128483,128483,128483,1.1375215605295496e+18,8.732492760093296e+18,15361993171204050994,2012-10-10T09:32:00-07:00,HOT Beauty!!!!!        Comidinhas de Verão!!!             Sopa!!," La, lá , lá , lá, lá!!! Tô andando sob sol!!!!  La, lá , lá , lá, lá!!! Ta muiiiito quente...  La, lá , lá , lá, lá!!! Tô derretendoooooo!!! ( Loka!!!!!)         Oi genteeeeee!!! Bem continuando na vibe de como passar um Verão arrazante!!!! Vamos aprender a fazer comidinhas de verão...   SIM!!! SIM!!!! SIM!!!!  Por que nem só de base e batom, passos  o Verão!!! Precisamos de pão, água, salada, peixe, sopa ......    Hãããã!!!!! Como assim sopa!!! Sopa no verão Lidriele?!?!?!?!?! Como assim????     Não! Eu não enlouqueci. Sopa entra sim no seu cardápio durante o Verão... Mas eu tô falando de Sopa Fria.   O preparo da sopa fria costuma levar ingredientes mais leves do que aqueles que vão para a panela no inverno, resultando em um valor calórico menor.Consumida no início da refeição, a sopa provoca uma sensação de saciedade que colabora para que se coma menos do prato principal.   Ai que maravilha!!! Depois dessa explicação básica, eu também quero provar a tal Sopa Fria!!!   Então se joga  na receita que eu separei para nós!!!!  É super fácil e você nem precisa usar o fogão!!!  Tá bom Lidriele.. Deixa de enrolação e manda a receita que eu já tô co fome..    E a receita de Hoje é Gazpacho Andaluz... Trata-se de uma receita Espanhola (sentiu como é chique??) que é super fácil de fazer....   Pra deixar sua vida ainda mais simples veja o vídeo dos meus queridos Ogros!!! Sim eu disse OGROS.. do  Ogrostonomia.        E ai gostarão???? Hum já fiz o meu e estou tomando agora..... Hum delicia!!          Receita:::      Ingredientes (4 a 6 pessoas):    150 ml de azeite  meio pepino  meio pimento  1 kg de tomate maduro  2 dentes de alho  100 gramas de pão do dia anterior  2 pitadas generosas de sal  2 colheres de sopa de vinagre de vinho  vários cúbitos de gelo para o fim    Preparação    Junte todos os ingredientes e bata no liquidificador ou Mixer.   Se quiser pode juntar ovo cozido e croutons de pão.  Sirva o liquido num jarro com gelo.  A sopa fria pode-se beber em copos como tigelas ou no prato.    Se quiserem outras receitas de sopa fria é só clicar aqui...    Bjooooo    Inté mais....   ","Alimentação,Atualidade,Coluna Semanal,Como Fazer,HOT,Lika Indica",0.0,2012-10-10 16:32:00,2012.0,6,357,7.2857142857142865,7.0,26.0,"['Sim eu disse OGROS.. do \xa0Ogrostonomia.', 'Receita:::      Ingredientes (4 a 6 pessoas):    150 ml de azeite  meio pepino  meio pimento  1 kg de tomate maduro  2 dentes de alho  100 gramas de pão do dia anterior  2 pitadas generosas de sal  2 colheres de sopa de vinagre de vinho  vários cúbitos de gelo para o fim    Preparação    Junte todos os\xa0ingredientes\xa0e bata no\xa0liquidificador\xa0ou\xa0Mixer.', 'Hum já fiz o meu e estou tomando agora..... Hum delicia!!', 'que é super fácil de fazer....   Pra deixar sua vida ainda mais simples veja o\xa0vídeo dos meus queridos Ogros!!!', 'Se quiserem outras receitas de sopa fria é só clicar\xa0aqui...    Bjooooo    Inté mais....']",3.0,7.0
1726,45490,146481,347516,347516,347516,1.3756489788793551e+18,5.203052996005859e+18,02635082436044684079,2013-09-10T17:52:00-03:00,5 anos sem você,"São mais de 5 anos sem minha princesa. Já não choro tanto, mas a saudade ainda é imensa e será eterna. O lamento também. Vira e mexe estou imaginando como seriam seus cabelos, seu jeito de correr, seu corpinho, seu tipinho, seus olhos, seu sorriso. Quietinha? Delicada? Arteira? Agitada? Foi tão pouco tempo juntas... Eu já achei que nunca conseguiria ser feliz sem tê-la crescendo, falando e correndo por perto. Mas apesar da dor, da saudade e do lamento, sou feliz, muito feliz, mesmo sentindo muito sua falta e desejando que estivesse aqui. A vida segue. Tenho família e amigos que me fortalecem. E principalmente, meus filhotes, queridos, lindos e loucos, que me fazem sorrir, rir e gargalhar todos os dias com suas artes e travessuras. São a razão da minha alegria e meus pilares de sustentação. Por eles sou feliz e eles me fazem feliz. E minha princesinha está guardada no fundo do peito, vivenciando essa alegria.               ","bebeca,dia a dia",1.0,2013-09-10 20:52:00,2013.0,4,159,10.6,8.0,26.0,"['Já não choro tanto, mas a saudade ainda é imensa e será eterna.', 'Por eles sou feliz e eles me fazem feliz.', 'O lamento também.', 'E principalmente, meus filhotes, queridos, lindos e loucos, que me fazem sorrir, rir e gargalhar todos os dias com suas artes e travessuras.', 'Foi tão pouco tempo juntas... Eu já achei que nunca conseguiria ser feliz sem tê-la crescendo, falando e correndo por perto.']",3.0,14.0
1865,150261,479450,1137636,1137636,1137636,2.2307095125515128e+18,1.5742097794476874e+17,14720437237898114704,2014-08-01T06:02:00-07:00,30 DIAS SAINDO DO COMUM ,"Oi Belíssimas;  E Deus nos presenteia com mais um mês eu sempre escutei que para muitos o mês de Agosto é mês de desgosto... mais aqui não!!!  Então como adoro ser desafiada, dessa vez o desafio será fazer os 30 dias do mês de Agosto dias com gosto no Senhor!    Pois nós que somos Belíssimas do Senhor não confiamos nas circunstâncias e sim no que Deus nos prometeu:     Quando Deus muda o nosso coração, tudo muda! Ezequiel 36: 24  Tenho-vos dito isto, para que em mim tenhais paz; no mundo tereis aflições, mas tende bom ânimo, eu venci o mundo. João 16:33     Então baseada nisso decidi fazer o desafio dos 30 dias saindo do comum, os 30 dias vividos com gosto!  Seja com algum acessório diferente, seja com alguma atividade física, algum passeio, livro...  Saia do comum...  E hoje eu vou de look incomum do dia!          E que assim seja!  Vamos participar comigo do desafio??? È só postar nos comentários ou no blog pessoal e me mandar o link... vou adorar saber que juntas podemos ter um mês de muito gosto!  Beijocas Aline Cristina Santos  ","30diascomgosto,acessórios,confiar em Deus,desafio 30 dias",0.0,2014-08-01 13:02:00,2014.0,5,187,14.384615384615385,5.0,20.0,"['E que assim seja!', 'Vamos participar comigo do desafio???', 'Oi Belíssimas;  E Deus nos presenteia com mais um mês eu sempre escutei que para muitos o mês de Agosto é mês de desgosto... mais aqui não!!!', 'Ezequiel 36: 24  Tenho-vos dito isto, para que em mim tenhais paz; no mundo tereis aflições, mas tende bom ânimo, eu venci o mundo.', 'È só postar nos comentários ou no blog pessoal e me mandar o link... vou adorar saber que juntas podemos ter um mês de muito gosto!']",4.0,9.0
983,55349,177190,419869,419869,419869,1.4536829997385188e+18,7.586357957605671e+18,07301139337445493962,2013-09-24T17:21:00-07:00,1Menino Fashion - #vlog Put a Keep Are You,"  Olá, Estilosos!  O vídeo está postadooo. haha' Vamos lá. Confiram!!!  Só deixando claro que eu fiz uma pequena(mega) confusão em relação aos canais, porque, de alguma forma, não sei o motivo, eu tenho mais de 2 canais no youtube [Tenho 2 com o meu com o meu nome(Matheus Ortiz) e o tenho um do 1Menino Fashion mesmo]. Esse vídeo foi postado no canal errado, mas o todos os outros vídeos serão postados junto oas outros e tal no meu canal dos 1ºs vídeos. Espero que gostem, abraços!!!",#Vlog,0.0,2013-09-25 00:21:00,2013.0,8,89,22.25,5.0,6.0,"['O vídeo está postadooo.', 'Só deixando claro que eu fiz uma pequena(mega) confusão em relação aos canais, porque, de alguma forma, não sei o motivo, eu tenho mais de 2 canais no youtube [Tenho 2 com o meu com o meu nome(Matheus Ortiz) e o tenho um do 1Menino Fashion mesmo].', ""haha' Vamos lá."", 'Esse vídeo foi postado no canal errado, mas o todos os outros vídeos serão postados junto oas outros e tal no meu canal dos 1ºs vídeos.', '  Olá, Estilosos!']",5.0,4.0
1530,104142,331301,788358,788358,788358,1.8539783813926047e+18,2.182338993936045e+17,07892806927446817686,2012-04-19T07:46:00-07:00,personagensdiary of a vampire,"kkkk oi gente vi que bastenta pessoas fico com raiav pq exclui o diary of a vampire bom..estão vou colocar os personagens dnv de diary of a vampire ok mais se não tive comentarios no personagens  já exclui ok...bjss  _____________________________________________________________________________________               nome:bianca greene apelido:bia idade:18 anos cidade natal:brasil cidade atual:forks bff's:ném tem   bom...tenho uma irmã mais velha a megan muito companheira, posso contar com ela.  não consigo fazer amigos pq eu só me mudo e não tenho tempo pra fazer amizades,vou mora em forks no starnford com os meus pais e minha irmã obvio,tomara que essa. mudança sejá definitiva...Obs:descobrirá muitas coisas.                nome:megan greene apelido:meg idade:20 anos cidade natal:brasil cidade atual:forks bff's:ném tem     moro com meus pais, vou mora em forks no starnford tenho uma irmã mais nova a bianca,posso contar com ela pra tudo muito companheira e cabeça dura.kkk eu tbm sou  assim,mais continuando essa mudanda vai ser boa eu acho...             nome:demi lovato apelido:demi idade:17 anos idade real:155 anos cidade natal:canadá,ontario cidade atual:forks bff's:não tem,pois acham ele estranha    não tenho amigos,tds me acham estranha mais tenho.uma companheira,a caitlin posso contar com ela quando vejo sangue não,me controlo fui transformada em 1959 pela jane irmã do damon....   poderes:Hipnotismo,rapidez e força.             nome:selena bieber gomez apelido:selly idade:17 anos idade real:157 cidade natal:canadá,ontario cidade atual:forks bff's:não tem,pois acham ela estranha    oi (rindo) sou a selena,sou adotada pelos pais do justin fui transformada pelo justin em 1953 ele se culpa até hj.Mais já falei que gostei da minha vida  assim do jeito que tá....   poderes:prever o futuro,força e rapidez.              nome:caitnlin bieber beadles apelido:cait idade:19 anos  idade real:1967 cidade natal:canadá,ontário cidade atual:forks bff's:não tem,pois acham ela estranha     tenho um irmão mais novo o christian,eu e ele somos adotados pelos pais do justin ao todo somos 6 (rindo) são bastantes sou fraca quando vejo sangue saio de perto pra não machuca niguêm, fui transformada pelo em 1953...   poderes:poder sedução,força e rapidez.           nome:jane blackidade:18 anos idade real:145 cidade natal:canadá,ontário cidade atual:forks bff's:não tem,pois acham ela estranha     o quê,eu posso falar é que não sou confiavel e sugo o sangue de humanos sim,e olha é uma deliciaem.mais continuando tenho uma irmão mais velho o  damon moramos em uma floresta e sozinhos (vilã)   poderes:tortura,força e rapidez.                   nome:damon idade:21 anos idade real:200 anos cidade natal:canadá,ontário cidade atual:forks bff's:não tem,pois acham ele estranho     bom não sou confiavel,tenho uma irmã mais nova a jane meu maior inimigo nada mais nada menos,que o justin odeio ele novidade u_ú bom sugo sim sangue de humanos...    poderes:desaparecer e aparecer. em qual quer lugar, força e rapidez.                 nome:justin drew bieber apelido:justin idade:20 anos idade real:199 anos cidade natal:canadá,ontáriocidade atual:forks bff's:não tem,pois acham ele estranho    moro com meus pais e meus imãos adotados,sim eu sou filho de sangue deles sim.nós sobrivivemos com sangue de animais meu inimio sim é o idiota do damon meus irmãos falam que eu sou bipolar uma hora sou carinhoso e outra hora grosso acho isso um absurdo não sou nada disso....      poderes:ler os pensamentos,força e rapidez.           nome:christian beadles apelido:chris idade:17 anos idade real:1952 anos cidade natal:canadá,ontário cidade atual:forks bff's:não tem,pois acham ele estranho  bem...não tenho muito o que falar então eu tenho uma irmã,mais velha a caitlin muito chata ela mais a amo do mesmo jeito né bom comemos animais aah sou adotado pelos pais do justin....    poderes:manipulação,rapidez e força.               nome:chaz bieber somers apelido:chaz idade:20 anos idade real:197 anos cidade natal:candá,ontário cidade atual:forks bff's:não tem,pois acham ele estranho    sou adotado,pelos pais do justin somos muitos unidos pq certas ''pessoas''  que quer o nosso mal se é que vc me entende.Fui transformado pelo pai do justin o jeryme em 1954 nós alimentamos de animais não temos coragem de mata um ser  rumano né tbm não somos uns mostros disfarçados de humanos...    poderes:telepatia,força e rapidez.            nome:ryan bieber butler idade:19 anos idade real:198 anos cidade natal:canandá,ontário cidade atual:forks bff's:não tem,pois acham ele estranho   poxa...sou adotado não me conformo de minha familia te me deixado em um orfanato mais isso não,quer dizer que eu não ame ou não sejá feliz,mais sim amo e sim to feliz com a minha nova familia mais é muito triste de sabe que sua  própria familia te deixou...:(   poderes:premonição,rapidez e força.  idade:menores de 12(tudo sabe oq lê né) cóntem:sexo,violência,mortes,assasinatos,drama,suspense e ação. nome:diary of a vampire escritora:justin s2 jasmine(eu) capitulos:20(eu acho...)  eia dlçs gostaram do personagens resolvi coloca de volto,mais tem que comentá rum u_ú bjss amo vcs♥             COMENTEM RUM QUERO POSTA O 1 CAP LOGO....             ",justin s2 jasmine,5.0,2012-04-19 14:46:00,2012.0,4,895,11.933333333333335,28.0,86.0,"[""nome:selena bieber gomez apelido:selly idade:17 anos idade real:157 cidade natal:canadá,ontario cidade atual:forks bff's:não tem,pois acham ela estranha    oi (rindo) sou a selena,sou adotada pelos pais do justin fui transformada pelo justin em 1953 ele se culpa até hj.Mais já falei que gostei da minha vida\xa0 assim do jeito que tá....   poderes:prever o futuro,força e rapidez."", ""nome:chaz bieber somers apelido:chaz idade:20 anos idade real:197 anos cidade natal:candá,ontário cidade atual:forks bff's:não tem,pois acham ele estranho    sou adotado,pelos pais do justin somos muitos unidos pq certas ''pessoas''\xa0 que quer o nosso mal se é que vc me entende.Fui transformado pelo pai do justin o jeryme em 1954 nós alimentamos de animais não temos coragem de mata um ser\xa0 rumano né tbm não somos uns mostros disfarçados de humanos...    poderes:telepatia,força e rapidez."", 'em qual quer lugar, força e rapidez.', ""nome:christian beadles apelido:chris idade:17 anos idade real:1952 anos cidade natal:canadá,ontário cidade atual:forks bff's:não tem,pois acham ele estranho  bem...não tenho muito o que falar então eu tenho uma irmã,mais velha a caitlin muito chata ela mais a amo do mesmo jeito né bom comemos animais aah sou adotado pelos pais do justin....    poderes:manipulação,rapidez e força."", 'não consigo fazer amigos pq eu só me mudo e não tenho tempo pra fazer amizades,vou mora em forks no starnford com os meus pais e minha irmã obvio,tomara que essa.']",7.0,27.0
604,4792,15479,36768,36768,36768,1.0395914564554218e+18,8.392027173699234e+18,08638253741776853428,2008-09-02T12:41:00-07:00,Na Natureza Selvagem,"  Lembro-me como se hoje fosse de uma aula com a nossa coordenadora da escola quando o Cazuza morreu. Estávamos no ensino fundamental, nem me recordo em que ano foi isso. Bem, ela foi comentar o fato da morte do Cazuza, pois havia sido uma comoção geral.  Ele era uma das primeiras figuras públicas a morrer vítima da AIDS. No entanto, o fato que me faz recordar isto é que ela, a minha coordenadora, estava tentando mudar um pouco o perfil do personagem. Para ela, não deveríamos lembrar do Cazuza como um líder de qualquer movimento que fosse, ou ainda, um exemplo a ser seguido de coragem, determinação e superação de uma sociedade preconceituosa. Ela queria nos dar uma outra impressão: a de alguém que não soube o que era a expressão “aproveitar a vida” e confundiu liberdade com libertinagem. Esta história chegou agora quando estava lembrando do filme “Na Natureza Selvagem”. Li, em alguns artigos e posts na Internet que o filme é uma grande piada, um insulto a arte cinematográfica ou apenas para compravar a teoria que o Sean Penn não sabe mesmo o que fazer com o tempo livre que tem. Sinceramente, não imagino que este filme tenha sido gerado para se tornar uma obra de arte ou uma produção memorável. E não é. Também não penso que seja um exemplo de entretenimento banal. Para isto posso citar aqui uma lista considerável de filmes ruins. Revendo as notas dos outros escritores, percebi que a maior parte critica a imaturidade e estupidez do personagem principal. Concordo. Mas creio que o filme é um pouco mais profundo. E a poesia da obra não está aqui. Não para julgarmos as idiotices do personagem, mas na sua idéia mais bonita, a de mudar. Mesmo que esta mudança seja inopinada.Concordo que a atuação do Emile Hirsch é estranha. Percorrendo o currículo dele, encontro “Show de Vizinha” e “Seep Racer”! não seria mais abstruso esperar uma atuação brilhante? A fotografia do filme é belíssima e a trilha sonora, idem. Ela é de Eddie Veder, vocalista do Pearl Jam.Deixemos de lado a imaturidade, o sentimento anti-capitalista que soa mesmo falso em alguns momentos, a angustia que causou em seus familiares, entre tantos outros. Vi o filme com outros olhos. Na verdade, pude perceber que um certo brilho em meu olhar estava novamente presente: o desejo de percorrer não aquele caminho, mas o meu. De deixar de ter medo do que poderei me tornar e seguir em busca de um novo caminho. Será que ninguém sonhou com isto? O personagem, real – diga-se de passagem, foi severamente criticado por ser infantil, falso-idealista, egoista, um suicida. Talvez, quem o critica, tenha pensando em uma expedição munido de laptop, celular, barraca e cantil. Quem sabe uma bússola e um pouco de comida para a primeira semana? A obra é bela porque consegue, simplesmente, poetizar um dos nossos maiores sonhos: o de abrir mão de tudo e de todos e seguir um caminho que não sabemos direito qual é.",Na Natureza Selvagem,1.0,2008-09-02 19:41:00,2008.0,3,505,17.413793103448278,7.0,40.0,"['E não é. Também não penso que seja um exemplo de entretenimento banal.', 'Percorrendo o currículo dele, encontro “Show de Vizinha” e “Seep Racer”!', 'De deixar de ter medo do que poderei me tornar e seguir em busca de um novo caminho.', 'No entanto, o fato que me faz recordar isto é que ela, a minha coordenadora, estava tentando mudar um pouco o perfil do personagem.', '  Lembro-me como se hoje fosse de uma aula com a nossa coordenadora da escola quando o Cazuza morreu.']",4.0,3.0
